url,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Top Speed,Drive Type,Fuel,Seating Capacity,Price,Mileage,Length,Engine Type,Displacement,Max Power,Max Torque,No. of Cylinders,Valves Per Cylinder,Valve Configuration,Fuel Supply System,Turbo Charger,Super Charge,Transmission Type,Gearbox,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Shock Absorbers Type,Steering Type,Steering Column,Steering Gear Type,Turning Radius,Front Brake Type,Rear Brake Type,Acceleration,0-100kmph,Width,Height,Ground Clearance Unladen,Wheel Base,Front Tread,Rear Tread,Kerb Weight,No. of Doors,No. of Airbags,Battery Warranty,Petrol Highway Mileage,Gross Weight,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Ground Clearance (Laden),Global NCAP Safety Rating,Boot Space,Braking (100-0kmph),0-100Kmph (Tested),Quarter Mile (Tested),City driveability (20-80kmph),Braking (80-0 kmph),Ground Clearance,Alloy Wheel Size Front,Alloy Wheel Size Rear,Diesel Highway Mileage,Quarter Mile,Regenerative Braking,Secondary Fuel Type,Alternate Fuel,Range,Battery Capacity,Charging Time DC,Motor Power,Motor Type,Battery Type,Charging Time (D.C),Charging Port,Charging Options,Acceleration 0-100kmph,Charging Time,Fast Charging,LPG Mileage ARAI,LPG Fuel Tank Capacity,Braking (60-0 kmph),Reported Boot Space,3rd Gear (30-80kmph),4th Gear (40-100kmph),Reported Ground Clearance (Unladen),Charging Time AC,"<a href=""/car-faqs/mg-zs-ev/what-is-the-battery-capacity-of-mg-zs-ev-203.html"" class=""bluelink"" title=""Battery Capacity"">Battery Capacity</a>",Charging Time (A.C),Regenerative Braking Levels,Wireless Charging,Charger Type,Charging Time (15 A Plug Point),Charging Time (7.2 kW AC Fast Charger),Charging Time (50 kW DC Fast Charger),Range - Tested,Emission Control System,CNG Mileage ARAI,CNG Fuel Tank Capacity,Boot Space Rear Seat Folding,Petrol Fuel Tank Capacity (Litres),Petrol Mileage WLTP
https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-zxi-cars-Bangalore_b5371ff9-e076-45b9-8642-baac258eb1aa.htm,Feb 2017,Comprehensive,Petrol,5 Seats,"1,11,130 Kms",Bangalore,First Owner,1373 cc,Manual,2017,1373 cc,91.1 bhp,190  kmph,FWD,Petrol,5.0,₹7.95 Lakh,20.73 kmpl,4490 mm,k14B VVT Engine,1373 cc,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,20.73 kmpl,43 Litres,BS IV,MacPherson Strut,Torsion Beam,,Power,Tilt,Rack & Pinion,5.4 meters,Ventilated Disc,Drum,14 Seconds,14 Seconds,1730 mm,1485 mm,170 mm,2650 mm,1495 mm,1505 mm,1030 kg,4.0,,,,1490 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-s-i-vtec-cars-Bangalore_7691d79f-b35a-424c-bd05-a2917384ff41.htm,Aug 2015,Comprehensive,Petrol,5 Seats,"64,083 Kms",Mangalore,First Owner,1198 cc,Manual,2015,1198 cc,86.7 bhp,140  kmph,FWD,Petrol,5.0,₹5.71 Lakh,17.8 kmpl,3990 mm,i-VTEC Petrol Engine,1198 cc,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,MPFi,No,No,Manual,5 Speed,17.8 kmpl,35 Litres,BS IV,MacPherson Strut,Torsion Beam,Coil Springs,Power,Tilt & Collapsible,Rack & Pinion,4.5 metres,Disc,Drum,15 Seconds,15 Seconds,1680 mm,1505 mm,165 mm,2405 mm,,,955 kg,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-zxi-cars-Bangalore_829e4416-4142-405d-9858-a8fcc25335eb.htm,Mar 2017,Third Party,Petrol,5 Seats,"76,249 Kms",Bangalore,First Owner,1373 cc,Manual,2017,1373 cc,91.1 bhp,190  kmph,FWD,Petrol,5.0,₹3.57 Lakh,20.73 kmpl,4490 mm,k14B VVT Engine,1373 cc,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,20.73 kmpl,43 Litres,BS IV,MacPherson Strut,Torsion Beam,,Power,Tilt,Rack & Pinion,5.4 meters,Ventilated Disc,Drum,14 Seconds,14 Seconds,1730 mm,1485 mm,170 mm,2650 mm,1495 mm,1505 mm,1030 kg,4.0,,,,1490 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Renault-kwid-rxt-cars-Bangalore_d6c259ee-d152-4384-90cc-1cc7de27f1cc.htm,Jan 2020,-,Petrol,5 Seats,"68,000 Kms",Mangalore,First Owner,799 cc,Manual,2020,799 cc,53.26 bhp,,FWD,Petrol,5.0,₹7.11 Lakh,22.3 kmpl,3731 mm,Petrol Engine,799 cc,53.26bhp@5600rpm,72Nm@4250rpm,3.0,4.0,DOHC,MPFi,No,No,Manual,5 Speed,22.3 kmpl,28 Litres,BS VI,MacPherson strut with lower transverse link,Twist beam suspension with coil spring,,Electric,,,4.9 metres,Disc,Drum,16 Seconds,16 Seconds,1579 mm,1474 mm,184 mm,2422 mm,,,710 kg,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-sportz-cars-Bangalore_8d71006a-deae-46d1-b27e-131a417c9bdb.htm,Feb 2026,Comprehensive,Petrol,5 Seats,"45,220 Kms",Madikeri,Second Owner,1197 cc,Manual,2015,1197 cc,82 bhp,165  kmph,FWD,Petrol,5.0,₹23.50 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.9 kmpl,43 Litres,BS IV,MacPherson Strut,Coupled Torsion Beam,Gas Filled,Power,Tilt,Rack & Pinion,4.8 meters,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,935 kg,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-carens-prestige-plus-dct-bsvi-cars-Bangalore_077caee5-68d8-4ac9-be53-eefe45e4a0bc.htm,Jun 2023,Comprehensive,Petrol,7 Seats,"13,582 Kms",Bangalore,First Owner,1482 cc,Automatic,2023,1482 cc,157.81 bhp,,2WD,Petrol,7.0,₹11.50 Lakh,,4540 mm,Smartstream G1.5 T-GDi,1482 cc,157.81bhp@5500rpm,253Nm@1500-3500rpm,4.0,4.0,,GDi,No,,Automatic,7-Speed DCT,,45 Litres,BS VI,Mcpherson strut with coil spring,Coupled Torsion Beam Axle with Coil Spring,,Power,Tilt,,,Disc,Disc,,,1800 mm,1708 mm,,2780 mm,,,1590 kg,5.0,6.0,,,,,,,3 Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-xz-plus-o-diesel-cars-Bangalore_fde28401-d38d-40fd-92bd-537e05676e7e.htm,Oct 2021,Comprehensive,Diesel,5 Seats,"41,580 Kms",Bangalore,First Owner,1497 cc,Manual,2021,1497 cc,108.49 bhp,,,Diesel,5.0,₹21 Lakh,21.19 kmpl,3993 mm,1.5l Turbocharged Revotorq Engine,1497 cc,108.49bhp@4000rpm,260nm@1500-2750rpm,4.0,4.0,,,Yes,,Manual,6-Speed,,,BS VI,Independent Lower Wishbone McPherson Strut with Coil Spring,Semi-Independent closed profile Twist beam with Coil Spring and shock absorber,,,,,5.1,Disc,Drum,,,1811 mm,1606 mm,209 mm,2498 mm,,,1395 kg,5.0,,,,,21.19 kmpl,44 Litres,,,,,,,,,209,,,19 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Skoda-octavia-laurin-and-klement-cars-Bangalore_43a25ef3-5b9c-4d31-b423-8fa7a96032c1.htm,Jun 2021,Comprehensive,Petrol,5 Seats,"27,879 Kms",Bangalore,First Owner,1984 cc,Automatic,2021,1984 cc,187.74 bhp,,FWD,Petrol,5.0,₹3.80 Lakh,15.81 kmpl,4689 mm,2.0 L TSI Petrol Engine,1984 cc,187.74bhp@4180-6000rpm,320nm@1500-3990rpm,4.0,4.0,,direct injection,Yes,,Automatic,7-speed DSG,15.81 kmpl,50 Litres,BS VI,MacPherson suspension,"Multilink suspension, one longitudinal and three transverse arms",,Electric,Tilt and Telescopic,Rack & Pinion,5.2,Disc,Disc,,,1829 mm,1469 mm,137 mm,2680 mm,,,1459 kg,5.0,8.0,,,2017 kg,,,106mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-zxi-plus-bsvi-cars-Bangalore_57beff6d-e9c2-4426-a325-625330c06707.htm,Jun 2023,Comprehensive,Petrol,5 Seats,"6,889 Kms",Bangalore,First Owner,1197 cc,Manual,2023,1197 cc,88.50 bhp,,,Petrol,5.0,₹3.50 Lakh,23.56 kmpl,3655 mm,K12N,1197 cc,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,Manual,,23.56 kmpl,32 Litres,BS VI,MacPherson Strut with Coil Spring,Torsion Beam with Coil Spring,,Power,Tilt,,4.7,Disc,Drum,,,1620 mm,1675 mm,,2435 mm,1430 mm,1440 mm,835-850 kg,5.0,2.0,,,1340 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-fortuner-legender-4x4-at-2023-cars-Vellore_02097245-025d-4020-991d-b2fbc53d5bee.htm,2022,-,Diesel,7 Seats,"30,000 Kms",Vellore,First Owner,2755 cc,Automatic,2022,2755 cc,201.15 bhp,,4WD,Diesel,7.0,₹5.20 Lakh,8 kmpl,4795 mm,2.8 L Diesel engine,2755 cc,201.15bhp@3000-3400rpm,500Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,Yes,,Automatic,6 Speed with Sequential Shift,,,BS VI,Double Wishbone,4-Link With Coil Spring,,,Tilt & Telescopic,,5.8,Ventilated Disc,Ventilated Disc,,,1855 mm,1835 mm,,2745 mm,,,2400 kg,5.0,,,,2735 kg,,80 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-swift-vdi-bsiv-cars-Samalkota_7f8a090c-8ac4-41a3-8e54-8d4bb8a556c1.htm,2016,-,Diesel,5 Seats,"1,20,000 Kms",Rajahmundry,Second Owner,1248 cc,Manual,2016,1248 cc,74 bhp,155  kmph,FWD,Diesel,5.0,₹18.50 Lakh,25.2 kmpl,3840 mm,DDiS Diesel Engine,1248 cc,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,Yes,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Torsion Beam,,Power,Tilt,Rack & Pinion,4.8 meters,Ventilated Disc,Drum,14.8 Seconds,14.8 Seconds,1735 mm,1530 mm,163 mm,2450 mm,,,960 kg,5.0,,,,1405 kg,25.2 kmpl,42 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-plus-hybrid-cvt-bsvi-cars-Sambalpur_3ee11a16-b9c7-4655-ba91-240c5af6b181.htm,2023,-,Petrol,5 Seats,"70,000 Kms",Raipur,First Owner,1490 cc,Automatic,2023,1490 cc,91.18 bhp,,2WD,Petrol,5.0,₹7 Lakh,27.97 kmpl,4345 mm,,1490 cc,91.18bhp@5500rpm,122Nm@4400-4800rpm,3.0,4.0,,,,,Automatic,eCVT,27.97 kmpl,45 Litres,BS VI,MacPherson Strut,Torsion Beam,,Power,Tilt & Telescopic,,5.4,Ventilated Disc,Solid Disc,,,1795 mm,1645 mm,,2600 mm,,,1290 - 1295 kg,5.0,,,,1755 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-sonet-htx-turbo-imt-bsvi-cars-Kharar_94d4574d-4062-487b-a67e-0f4252c37f9c.htm,2021,Zero Dep,Petrol,5 Seats,"43,000 Kms",Solan,First Owner,998 cc,Manual,2021,998 cc,118.36 bhp,,FWD,Petrol,5.0,₹5.01 Lakh,18.2 kmpl,3995 mm,Smartstream G1.0 T - GDi,998 cc,118.36bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,GDi,Yes,,Manual,6-Speed iMT,18.2 kmpl,45 Litres,BS VI,McPherson Strut with Coil Spring,Coupled Torsion Beam Axle with Coil Spring,,Electric,Tilt,,,Disc,Drum,,,1790 mm,1642 mm,,2500 mm,,,1201 kg,5.0,,,15.33 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mahindra-xuv-3xo-revx-a-turbo-cars-Kendrapara_200a7cbe-8434-4549-95fb-966cda249534.htm,2025,-,Petrol,5 Seats,"6,000 Kms",Bhubaneswar,First Owner,1197 cc,Manual,2025,1197 cc,128.73 bhp,,FWD,Petrol,5.0,₹4.20 Lakh,20.1 kmpl,3990 mm,mStallion (TGDi) engine,1197 cc,128.73bhp@5000rpm,230Nm@1500-3750rpm,3.0,4.0,,,Yes,,Manual,6-Speed,20.1 kmpl,,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,,Electric,,,5.3 m,Disc,Disc,,,1821 mm,1647 mm,,2600 mm,,,,5.0,,,,,,,,5 Star,364 Litres,,,,,,,16 Inch,16 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-vxi-bs-iv-cars-Bangalore_7dc55e8e-f651-4ce1-b5ab-82a535c28b83.htm,2014,-,Petrol,5 Seats,"40,000 Kms",Bangalore,First Owner,998 cc,Manual,2014,998 cc,67.04 bhp,152  kmph,FWD,Petrol,5.0,₹11.85 Lakh,20.51 kmpl,3599 mm,K10B Petrol Engine,998 cc,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,No,No,Manual,5 Speed,20.51 kmpl,35 Litres,BS IV,MacPherson Strut,Isolated Trailing Link,Coil Spring,Power,Tilt & Collapsible,Rack & Pinion,4.6 metres,Ventilated Disc,Drum,18.6 Seconds,18.6 Seconds,1495 mm,1700 mm,165 mm,2400 mm,1295 mm,1290 mm,885 kg,5.0,,,,1350 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volvo-s60-t4-inscription-cars-Bangalore_a39f3026-e1cb-48f3-b4dd-617970967c8d.htm,Jul 2021,Comprehensive,Petrol,5 Seats,"70,500 Kms",Bangalore,First Owner,1969 cc,Automatic,2021,1969 cc,190 bhp,180 kmph,,Petrol,5.0,₹3 Lakh,,4761 mm,,1969 cc,190bhp,300nm,4.0,4.0,,,,,Automatic,,,,BS VI,,,,,,,,,,,,2040 mm,1431 mm,,2872 mm,,,1590 kg,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-fortuner-28-2wd-mt-cars-Bangalore_38f38a02-c4d1-448d-86e9-d108ebf6f50d.htm,Jul 2020,Comprehensive,Diesel,7 Seats,"1,43,000 Kms",Bangalore,First Owner,2755 cc,Manual,2020,2755 cc,174.5 bhp,,RWD,,7.0,₹13.65 Lakh,14.24 kmpl,4795 mm,1-GD FTV Engine,2755 cc,174.5bhp@3400rpm,420Nm@1400-2600rpm,4.0,4.0,DOHC,Direct Injection,Yes,No,Manual,6 Speed,,,BS VI,Double Wishbone,Multi Link with Coil Spring,,Power,Tilt & Telescopic,Rack & Pinion,5.8,Ventilated Disc,Ventilated Disc,,,1855 mm,1835 mm,220 mm,2745 mm,,,2360 kg,5.0,,,,2610 kg,14.24 kmpl,80 Litres,,,,,,,,,220mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volvo-s60-t4-inscription-cars-Bangalore_24fadb35-0fbc-4f16-897d-8bee5963d8fb.htm,Jul 2021,Comprehensive,Petrol,5 Seats,"70,500 Kms",Bangalore,First Owner,1969 cc,Automatic,2021,1969 cc,190 bhp,180 kmph,,Petrol,5.0,₹34 Lakh,,4761 mm,,1969 cc,190bhp,300nm,4.0,4.0,,,,,Automatic,,,,BS VI,,,,,,,,,,,,2040 mm,1431 mm,,2872 mm,,,1590 kg,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-vellfire-executive-lounge-bsvi-cars-Bangalore_ac70087e-2b8b-4f59-9c2a-836ddbe449da.htm,Jan 2021,-,Petrol,7 Seats,"31,000 Kms",Bangalore,First Owner,2494 cc,Automatic,2021,2494 cc,115.32 bhp,,4WD,Petrol,7.0,₹29 Lakh,,4935 mm,Gasoline Hybrid and E-FOUR,2494 cc,115.32bhp@4700rpm,198Nm@2800-4000rpm,4.0,4.0,,Direct Injection,No,No,Automatic,,16.35 kmpl,58 Litres,BS VI,MacPherson Strut,Double Wishbone,Stabilizer Bar,Power,Tilt & Telescopic,Rack & Pinion,,Disc,Drum,,,1850 mm,1895 mm,,3000 mm,,,2075 kg,5.0,7.0,,,2815 kg,,,,,,,,,,,,,,,,,,,,,,,Nickel Metal Hydride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volvo-xc40-d4-r-design-cars-Bangalore_89362ff5-1c98-41e6-a066-de1e2b1f9b4d.htm,Mar 2019,-,Diesel,5 Seats,"41,000 Kms",Bangalore,First Owner,1969 cc,Automatic,2018,1969 cc,190 bhp,210  kmph,AWD,Diesel,5.0,₹18.50 Lakh,,4425 mm,2.0 litre Diesel Engine,1969 cc,190bhp,400Nm,4.0,4.0,,,,,Automatic,8 Speed,,,BS IV,,,,Power,Tilt & Telescopic,Rack and Pinion,,Ventilated Disc,Ventilated Disc,,,2034 mm,1652 mm,211 mm,2702 mm,1601 mm,1626 mm,1755 kg,5.0,,,,,18 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-fortuner-4x2-diesel-bsvi-cars-Bangalore_1d0c0c85-e8ba-407c-b488-1abafa87de75.htm,Jun 2021,Comprehensive,Diesel,7 Seats,"77,000 Kms",Bangalore,First Owner,2755 cc,Manual,2021,2755 cc,201.15 bhp,,2WD,Diesel,7.0,₹3.20 Lakh,10 kmpl,4795 mm,2.8 L Diesel engine,2755 cc,201.15bhp@3400rpm,420Nm@1400-3400rpm,4.0,4.0,DOHC,Direct Injection,Yes,,Manual,6 Speed iMT,,,BS VI,Double Wishbone,4-Link With Coil Spring,,,Tilt & Telescopic,,5.8,Ventilated Disc,Ventilated Disc,,,1855 mm,1835 mm,,2745 mm,,,2220 kg,5.0,,,,2610 kg,,80 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volkswagen-tiguan-20-tsi-elegance-bsvi-cars-Bangalore_4acefbff-967e-47f3-8bd1-40c4ec7b7fb2.htm,Jun 2023,Comprehensive,Petrol,5 Seats,"16,279 Kms",Bangalore,First Owner,1984 cc,Automatic,2023,1984 cc,187.74 bhp,,AWD,Petrol,5.0,₹9.44 Lakh,12.65 kmpl,4509 mm,2.0 TSI,1984 cc,187.74bhp@4200-6000rpm,320Nm@1500-4100rpm,4.0,4.0,,,Yes,,Automatic,7 Speed DCT,12.65 kmpl,60 Litres,BS VI,Independent suspension with coil spring,Independent suspension by four-link axle,,Electric,Tilt & Telescopic,Rack & Pinion,5.39,ventilated Disc,Disc,,,1839 mm,1665 mm,,2679 mm,1576 mm,1566 mm,1703 kg,5.0,,,,2230 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-vellfire-vip-executive-lounge-cars-Bangalore_e6b9fe71-3f62-4ad7-9cdb-1afe8a21f152.htm,Jul 2024,Comprehensive,Petrol,7 Seats,"27,000 Kms",ramanagara,First Owner,2487 cc,Automatic,2024,2487 cc,190.42 bhp,170  kmph,AWD,Petrol,7.0,₹4.17 Lakh,,5005 mm,2.5-litre a Hybrid,2487 cc,190.42bhp@6000rpm,240Nm@4296-4500rpm,4.0,4.0,,,,,Automatic,CVT,,60 Litres,BS VI 2.0,MacPherson Strut suspension,Double wishbone suspension,,Electric,Tilt & Telescopic,Rack & Pinion,5.9 m,Disc,Disc,,,1850 mm,1950 mm,,3000 mm,,,,4.0,,,18.28 kmpl,,,,,4 Star,148 Litres,,,,,,,19 Inch,19 Inch,,,Yes,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-fortuner-legender-4x2-at-bsvi-cars-Bangalore_177074ce-a1bd-4d95-ab7d-82b414233aa6.htm,Jul 2023,Comprehensive,Diesel,7 Seats,"15,000 Kms",Bangalore,First Owner,2755 cc,Automatic,2023,2755 cc,201.15 bhp,,4X2,Diesel,7.0,₹7.70 Lakh,,4795 mm,2.8 L Diesel engine,2755 cc,201.15bhp@3000-3400rpm,500Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,Yes,,Automatic,6 Speed with Sequential Shift,,,BS VI,Double Wishbone,4-Link With Coil Spring,,,Tilt & Telescopic,,5.8,Ventilated Disc,Ventilated Disc,,,1855 mm,1835 mm,,2745 mm,,,2080 kg,5.0,7.0,,,2610 kg,,80 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-exter-sx-cars-Bangalore_0848e00c-2745-4688-8067-196f41340bc8.htm,Jun 2025,Third Party,Petrol,5 Seats,"7,678 Kms",Bangalore,First Owner,1197 cc,Manual,2025,1197 cc,81.8 bhp,,FWD,Petrol,5.0,,19.4 kmpl,3815 mm,1.2 l Kappa,1197 cc,81.8bhp@6000rpm,113.8Nm@4000rpm,4.0,4.0,,,,,Manual,5-Speed,19.4 kmpl,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Gas Type,Electric,Tilt,,,Disc,Drum,,,1710 mm,1631 mm,,2450 mm,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391 Litres,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-xl6-alpha-cars-Bangalore_eeb54b1e-6711-46e1-ba7f-cd2df36e8b45.htm,Sept 2019,Comprehensive,Petrol,6 Seats,"1,21,523 Kms",Bangalore,First Owner,1462 cc,Manual,2019,1462 cc,103.2 bhp,,FWD,Petrol,6.0,₹3.20 Lakh,19.01 kmpl,4445 mm,K15B Smart Hybrid,1462 cc,103.2bhp@6000rpm,138nm@4400rpm,4.0,4.0,,,,,Manual,5-Speed,19.01 kmpl,45 Litres,BS VI,McPherson Strut & Coil Spring,Torsion Beam & Coil Spring,,Power,Tilt,Rack & Pinion,5.2 metres,Ventilated Disc,Leading & Trailing Drum,,,1775 mm,1700 mm,,2740 mm,1590 mm,1570 mm,1180 kg,5.0,,,18 kmpl,1730 kg,,,180mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volvo-xc40-d4-r-design-cars-Bangalore_89362ff5-1c98-41e6-a066-de1e2b1f9b4d.htm,Mar 2019,-,Diesel,5 Seats,"41,000 Kms",Bangalore,First Owner,1969 cc,Automatic,2018,1969 cc,190 bhp,210  kmph,AWD,Diesel,5.0,₹3.60 Lakh,,4425 mm,2.0 litre Diesel Engine,1969 cc,190bhp,400Nm,4.0,4.0,,,,,Automatic,8 Speed,,,BS IV,,,,Power,Tilt & Telescopic,Rack and Pinion,,Ventilated Disc,Ventilated Disc,,,2034 mm,1652 mm,211 mm,2702 mm,1601 mm,1626 mm,1755 kg,5.0,,,,,18 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-fortuner-4x2-diesel-bsvi-cars-Bangalore_1d0c0c85-e8ba-407c-b488-1abafa87de75.htm,Jun 2021,Comprehensive,Diesel,7 Seats,"77,000 Kms",Bangalore,First Owner,2755 cc,Manual,2021,2755 cc,201.15 bhp,,2WD,Diesel,7.0,₹3.14 Lakh,10 kmpl,4795 mm,2.8 L Diesel engine,2755 cc,201.15bhp@3400rpm,420Nm@1400-3400rpm,4.0,4.0,DOHC,Direct Injection,Yes,,Manual,6 Speed iMT,,,BS VI,Double Wishbone,4-Link With Coil Spring,,,Tilt & Telescopic,,5.8,Ventilated Disc,Ventilated Disc,,,1855 mm,1835 mm,,2745 mm,,,2220 kg,5.0,,,,2610 kg,,80 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-fortuner-28-2wd-mt-cars-Bangalore_38f38a02-c4d1-448d-86e9-d108ebf6f50d.htm,Jul 2020,Comprehensive,Diesel,7 Seats,"1,43,000 Kms",Bangalore,First Owner,2755 cc,Manual,2020,2755 cc,174.5 bhp,,RWD,,7.0,₹5.90 Lakh,14.24 kmpl,4795 mm,1-GD FTV Engine,2755 cc,174.5bhp@3400rpm,420Nm@1400-2600rpm,4.0,4.0,DOHC,Direct Injection,Yes,No,Manual,6 Speed,,,BS VI,Double Wishbone,Multi Link with Coil Spring,,Power,Tilt & Telescopic,Rack & Pinion,5.8,Ventilated Disc,Ventilated Disc,,,1855 mm,1835 mm,220 mm,2745 mm,,,2360 kg,5.0,,,,2610 kg,14.24 kmpl,80 Litres,,,,,,,,,220mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-exter-sx-cars-Bangalore_0848e00c-2745-4688-8067-196f41340bc8.htm,Jun 2025,Third Party,Petrol,5 Seats,"7,678 Kms",Bangalore,First Owner,1197 cc,Manual,2025,1197 cc,81.8 bhp,,FWD,Petrol,5.0,₹7.45 Lakh,19.4 kmpl,3815 mm,1.2 l Kappa,1197 cc,81.8bhp@6000rpm,113.8Nm@4000rpm,4.0,4.0,,,,,Manual,5-Speed,19.4 kmpl,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Gas Type,Electric,Tilt,,,Disc,Drum,,,1710 mm,1631 mm,,2450 mm,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391 Litres,,,,,,,,,,,,,,,,,,,
