ID,Price,Levy,Manufacturer,Model,year,Category,Leather interior,Engine volume,Mileage,Cylinders,Doors,Wheel,Color,Airbags,Engine Type,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator,Drive wheels_FWD,Drive wheels_RWD,Fuel_Diesel,Fuel_Hybrid,Fuel_Hydrogen,Fuel_LPG,Fuel_Petrol,Fuel_Plug-in Hybrid,Engine_Volume_Log
45751951,17562.0,1249,TOYOTA,Camry,0.9629629629629655,Sedan,1,1.252762968495368,-1.2231400458157764,4.0,04-May,1,Black,0.75,0,1,0,0,0,1,0,False,False,False,False,True,False,0.8121574488561436
45814106,7840.0,-,FORD,Transit,0.7654320987654337,Microbus,0,1.0986122886681098,1.0400207835554656,4.0,02-Mar,1,White,0.25,1,0,1,0,0,1,0,True,False,False,False,False,False,0.7412763113750153
45813492,4704.0,-,OPEL,Vectra,0.6913580246913611,Sedan,0,1.0296194171811581,0.2783032439693736,4.0,04-May,1,Green,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7078482962561655
45782859,20385.0,-,MERCEDES-BENZ,E 220,0.8271604938271615,Sedan,1,1.1631508098056809,0.8628404049984345,4.0,04-May,1,Black,0.5,1,0,0,1,0,0,1,True,False,False,False,False,False,0.7715658670580717
45759112,34967.5,2455,LEXUS,GX 470,0.8518518518518547,Jeep,1,1.7404661748405046,0.9357248363187872,8.0,04-May,1,White,0.25,0,1,0,0,0,0,0,False,False,False,False,True,False,1.008128042731458
45804684,14113.0,-,TOYOTA,Prius,0.8518518518518547,Sedan,0,0.9162907318741551,0.47343867284013663,4.0,04-May,1,White,0.5,0,1,0,0,0,1,0,False,True,False,False,False,False,0.65039140701146
45801525,14454.0,583,HYUNDAI,Elantra,0.8888888888888893,Sedan,1,0.9555114450274363,0.3698786060136849,4.0,04-May,1,Silver,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.6706517679334237
45768550,12074.0,1537,TOYOTA,Highlander,0.8641975308641996,Jeep,1,1.4586150226995167,2.4643742084267037,6.0,04-May,1,Blue,0.75,0,1,0,0,0,0,0,False,True,False,False,False,False,0.8995981924982445
44944581,15681.0,1288,MERCEDES-BENZ,Vito,0.8395061728395063,Goods wagon,0,1.0986122886681098,0.5818135440524775,6.0,04-May,1,White,0.25,1,0,1,0,0,0,1,True,False,False,False,False,False,0.7412763113750153
45760983,19444.0,915,PORSCHE,Cayenne,0.9259259259259274,Jeep,1,1.3862943611198906,0.5334915192596779,6.0,04-May,1,White,0.75,0,1,0,0,0,0,0,True,False,False,False,False,False,0.8697416861919438
45790136,6899.0,-,BMW,X5,0.7530864197530889,Jeep,1,1.6863989535702288,0.7713457746557569,8.0,04-May,1,Silver,0.375,0,1,0,0,0,0,0,False,False,False,False,False,False,0.9882016178124113
45770026,9879.0,1750,TOYOTA,Highlander,0.8518518518518547,Sedan,1,1.4586150226995167,1.5116242619922844,6.0,04-May,1,White,0.75,0,1,0,0,0,0,0,False,True,False,False,False,False,0.8995981924982445
45542380,24462.0,-,JEEP,Grand Cherokee,0.8395061728395063,Jeep,1,1.3862943611198906,1.2102559282747778,6.0,04-May,1,Black,0.625,1,0,0,1,0,0,0,True,False,False,False,False,False,0.8697416861919438
45732374,23235.0,707,HYUNDAI,Santa FE,0.8888888888888893,Jeep,1,1.0986122886681098,0.40277982150801644,4.0,04-May,1,Grey,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.7412763113750153
45369569,51746.0,1077,TOYOTA,CHR Limited,0.9876543209876552,Jeep,0,1.0986122886681098,-1.9660701242516592,4.0,04-May,1,Red,0.75,0,0,0,1,0,1,0,False,False,False,False,True,False,0.7412763113750153
45642526,7527.0,1486,HONDA,FIT,0.8765432098765444,Hatchback,0,0.832909122935104,0.36177322480928187,4.0,04-May,0,Black,0.25,0,1,0,0,0,1,0,False,True,False,False,False,False,0.6059043893061568
45801668,19121.0,531,HYUNDAI,Elantra,0.9012345679012377,Sedan,1,0.9555114450274363,-0.2543517792599034,4.0,04-May,1,Silver,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.6706517679334237
45661296,13328.0,1399,LEXUS,RX 450,0.8765432098765444,Jeep,1,1.5040773967762742,2.2103354734968916,6.0,04-May,1,Silver,0.75,0,1,0,0,0,0,0,False,True,False,False,False,False,0.9179203620158715
45815051,24462.0,751,TOYOTA,Camry,0.9135802469135825,Sedan,1,1.2237754316221157,0.8008479947444761,4.0,04-May,1,Blue,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7992063962999625
45797488,45734.0,1091,HYUNDAI,H1,0.9506172839506171,Universal,1,1.252762968495368,-0.8492260967085855,4.0,04-May,1,Black,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.8121574488561436
45667253,20165.0,650,VOLKSWAGEN,Jetta,0.9506172839506171,Sedan,1,0.8754687373538999,-1.930567150443972,4.0,04-May,1,Black,0.5,1,0,0,1,0,1,0,False,False,False,False,True,False,0.6288586214346804
45108412,21326.0,382,HYUNDAI,Sonata,0.9259259259259274,Sedan,1,1.2237754316221157,0.18191635759137242,4.0,04-May,1,White,0.75,0,0,0,1,0,1,0,False,True,False,False,False,False,0.7992063962999625
45810322,26343.5,1436,PORSCHE,Cayenne,0.8765432098765444,Jeep,1,1.5260563034950492,0.3849895070066666,6.0,04-May,1,Silver,0.75,0,1,0,0,0,0,0,False,False,False,False,True,False,0.9266593132662122
45769564,19130.0,1194,TOYOTA,Tacoma,0.9135802469135825,Jeep,1,1.6094379124341003,1.1203496332476863,6.0,04-May,1,Silver,0.75,0,1,0,0,0,0,0,False,False,False,False,True,False,0.9591348389208239
45726453,15681.0,503,TOYOTA,Prius C,0.9012345679012377,Hatchback,0,0.9162907318741551,0.03755158390291193,4.0,04-May,1,Sky blue,0.5,0,0,0,0,1,1,0,False,True,False,False,False,False,0.65039140701146
45732544,55390.0,1017,HYUNDAI,Santa FE,0.9629629629629655,Jeep,1,1.0986122886681098,-0.2890755626578582,4.0,04-May,1,Black,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.7412763113750153
45811563,12544.0,-,TOYOTA,Aqua,0.9012345679012377,Hatchback,0,0.9162907318741551,0.18734399038341126,4.0,04-May,0,Black,0.5,0,1,0,0,0,1,0,False,True,False,False,False,False,0.65039140701146
45699930,17249.0,-,FORD,Escape Hybrid,0.8518518518518547,Jeep,0,1.1939224684724346,0.24647698135541923,4.0,04-May,1,White,0.5,0,0,0,0,1,0,0,False,True,False,False,False,False,0.7856910232488902
45809839,34889.0,891,HONDA,Civic,0.9506172839506171,Sedan,1,1.0986122886681098,-0.458645487575994,4.0,04-May,1,Blue,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7412763113750153
45767508,13328.0,1104,AUDI,Q7,0.9382716049382722,Jeep,1,1.3862943611198906,1.3258355081256963,6.0,04-May,1,Black,0.375,0,1,0,0,0,0,0,False,False,False,False,True,False,0.8697416861919438
45802148,14583.0,-,RENAULT,Megane 1.5CDI,0.8518518518518547,Sedan,0,0.9162907318741551,0.08872410360025121,4.0,04-May,1,White,0.625,1,0,1,0,0,1,0,True,False,False,False,False,False,0.65039140701146
45769316,22580.0,1017,MERCEDES-BENZ,E 300,0.9629629629629655,Sedan,1,1.0986122886681098,-2.3990746401989895,4.0,04-May,1,Black,0.75,0,1,0,0,0,0,1,False,False,False,False,True,False,0.7412763113750153
44153312,38500.0,639,AUDI,Q5,0.9259259259259274,Jeep,1,1.0986122886681098,-0.4690389405309002,1.0,04-May,1,White,0.75,0,0,0,1,0,0,0,False,False,False,False,True,False,0.7412763113750153
45782169,8781.0,-,MERCEDES-BENZ,C 180,0.7654320987654337,Coupe,0,1.0986122886681098,1.293024387066283,4.0,02-Mar,1,Blue,0.25,0,0,1,0,0,0,1,False,False,False,False,True,False,0.7412763113750153
44316016,87112.0,-,MERCEDES-BENZ,GLA 250,0.9876543209876552,Jeep,1,1.0986122886681098,-2.1689808559211547,4.0,04-May,1,Grey,0.375,1,0,0,1,0,0,0,False,False,False,False,True,False,0.7412763113750153
45641216,1411.0,629,NISSAN,Juke,0.9382716049382722,Jeep,1,0.9555114450274363,-0.4675206124657181,4.0,04-May,1,Black,0.375,0,1,0,0,0,0,0,False,False,False,False,True,False,0.6706517679334237
45813399,29793.0,919,BMW,535,0.9012345679012377,Sedan,1,1.3862943611198906,0.8111049795157959,6.0,04-May,1,Black,0.75,0,1,0,0,0,0,1,False,False,False,False,True,False,0.8697416861919438
44679525,23521.0,781,CHEVROLET,Cruze LT,0.9753086419753103,Sedan,0,0.8754687373538999,-1.6133494300615878,4.0,04-May,1,Red,0.375,1,1,0,0,0,1,0,False,False,False,False,True,False,0.6288586214346804
45418626,16935.0,530,FORD,Fusion,0.9135802469135825,Sedan,0,0.9555114450274363,-0.5238666663042976,4.0,04-May,1,Silver,0.5,1,0,0,1,0,1,0,False,False,False,False,True,False,0.6706517679334237
45323316,10349.0,-,TOYOTA,VOXY,0.8395061728395063,Minivan,1,1.2237754316221157,0.4834222266206874,4.0,04-May,0,Black,0.375,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7992063962999625
45638910,7213.0,530,NISSAN,Juke,0.9135802469135825,Jeep,1,0.9555114450274363,1.7025860281796785,4.0,04-May,1,Black,0.375,0,1,0,0,0,1,0,False,False,False,False,True,False,0.6706517679334237
45778144,5331.0,-,MERCEDES-BENZ,A 160,0.8024691358024718,Sedan,0,0.9555114450274363,0.06018566632374524,4.0,04-May,1,Black,0.375,0,0,0,1,0,1,0,False,False,False,False,True,False,0.6706517679334237
45803923,20526.0,640,HYUNDAI,Tucson,0.9135802469135825,Jeep,1,1.0986122886681098,0.7739265829047092,4.0,04-May,1,Grey,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.7412763113750153
45803550,9722.0,765,HYUNDAI,Sonata,0.9382716049382722,Sedan,1,1.0986122886681098,-1.4964889244370247,4.0,04-May,1,Orange,0.25,0,1,0,0,0,1,0,False,False,False,True,False,False,0.7412763113750153
45802190,34657.0,777,HYUNDAI,H1,0.9259259259259274,Minivan,1,1.252762968495368,0.32729106920675877,4.0,04-May,1,Silver,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.8121574488561436
45802203,36564.0,1091,HYUNDAI,H1,0.9506172839506171,Minivan,1,1.252762968495368,-0.1622028128705239,4.0,04-May,1,Black,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.8121574488561436
45648175,16308.0,779,TOYOTA,Camry,0.9135802469135825,Sedan,1,1.252762968495368,1.0008800925631542,4.0,04-May,1,White,0.75,0,1,0,0,0,1,0,False,True,False,False,False,False,0.8121574488561436
45786421,5488.0,-,TOYOTA,Vitz,0.7654320987654337,Hatchback,0,0.9162907318741551,0.8628404049984345,4.0,04-May,0,Sky blue,0.1875,0,0,1,0,0,1,0,False,False,False,False,True,False,0.65039140701146
45802120,30063.0,934,HYUNDAI,H1,0.9382716049382722,Universal,1,1.252762968495368,0.2582340420998206,4.0,04-May,1,Silver,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.8121574488561436
45809414,15800.0,769,CHEVROLET,Captiva,0.8888888888888893,Jeep,1,1.1631508098056809,1.2555989900375026,4.0,04-May,1,Silver,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.7715658670580717
45797480,43952.0,1249,HYUNDAI,H1,0.9629629629629655,Universal,1,1.252762968495368,-0.15404059515038285,4.0,04-May,1,Grey,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.8121574488561436
45732043,53154.0,891,HYUNDAI,Santa FE,0.9506172839506171,Jeep,1,1.0986122886681098,-0.5030845717109564,4.0,04-May,1,Silver,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.7412763113750153
45816646,14740.0,645,TOYOTA,Prius,0.8888888888888893,Hatchback,0,1.0296194171811581,1.5173097482163689,4.0,04-May,1,White,0.5,0,1,0,0,0,1,0,False,True,False,False,False,False,0.7078482962561655
45624039,42337.0,-,FORD,Mustang,0.9506172839506171,Cabriolet,1,1.1939224684724346,-0.6372958563447894,4.0,02-Mar,1,Silver,0.375,1,0,0,1,0,0,1,False,False,False,False,True,False,0.7856910232488902
45814804,3763.0,1053,MERCEDES-BENZ,ML 350,0.9259259259259274,Jeep,1,1.5040773967762742,-0.3710699967748186,6.0,04-May,1,White,0.75,0,1,0,0,0,0,1,False,False,False,False,True,False,0.9179203620158715
45787521,18189.0,-,TOYOTA,Prius,0.9012345679012377,Sedan,0,1.0296194171811581,0.5329406185855581,4.0,04-May,1,Silver,0.5,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7078482962561655
45759890,34967.5,2455,LEXUS,GX 470,0.8518518518518547,Jeep,1,1.7404661748405046,1.3191187768698036,8.0,04-May,1,White,0.25,0,1,0,0,0,0,0,False,False,False,False,True,False,1.008128042731458
45758167,15602.5,1185,FORD,Escape,0.8641975308641996,Jeep,1,1.252762968495368,0.7118150197678328,4.0,04-May,1,White,0.25,0,1,0,0,0,1,0,False,True,False,False,False,False,0.8121574488561436
45648538,5645.0,1324,TOYOTA,Highlander,0.8765432098765444,Jeep,1,1.4586150226995167,1.332859831781282,6.0,04-May,1,White,0.75,0,1,0,0,0,0,0,False,True,False,False,False,False,0.8995981924982445
45757322,7527.0,830,TOYOTA,Yaris,0.9876543209876552,Sedan,1,0.9162907318741551,-1.4767475259710199,4.0,04-May,1,White,0.75,0,1,0,0,0,1,0,False,False,False,False,True,False,0.65039140701146
45800993,21953.0,1187,HONDA,Civic,0.9259259259259274,Sedan,0,0.8754687373538999,-1.777421142882308,8.0,04-May,0,White,0.625,0,1,0,0,0,0,0,False,True,False,False,False,False,0.6288586214346804
45765301,8154.0,-,HONDA,Cr-v,0.7283950617283956,Jeep,0,1.0986122886681098,-1.4964889244370247,4.0,04-May,0,White,0.125,0,1,0,0,0,0,0,False,False,False,False,True,False,0.7412763113750153
45771208,21953.0,781,TOYOTA,Camry,0.9012345679012377,Sedan,0,1.252762968495368,0.7253072326258283,4.0,04-May,1,Black,0.375,0,1,0,0,0,1,0,False,False,False,False,True,False,0.8121574488561436
45801684,19121.0,531,HYUNDAI,Elantra,0.9012345679012377,Sedan,1,0.9555114450274363,-0.03876028277814594,4.0,04-May,1,Black,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.6706517679334237
45732386,36065.0,639,HYUNDAI,Santa FE,0.9259259259259274,Jeep,1,1.0986122886681098,-0.7231828156994883,4.0,04-May,1,White,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.7412763113750153
43892866,8781.0,1111,HONDA,FIT,0.9012345679012377,Hatchback,1,0.832909122935104,-0.5238666663042976,4.0,04-May,0,Green,0.75,0,0,0,1,0,1,0,False,True,False,False,False,False,0.6059043893061568
45810403,6247.0,760,CHEVROLET,Cruze,0.8765432098765444,Sedan,1,1.0296194171811581,-1.2026017433555496,4.0,04-May,1,Black,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7078482962561655
45810513,16289.0,642,CHEVROLET,Orlando,0.9012345679012377,Jeep,1,1.0986122886681098,0.5033087801362236,4.0,04-May,1,Grey,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.7412763113750153
45807330,77775.0,1604,MERCEDES-BENZ,GL 63 AMG,0.9259259259259274,Jeep,1,1.8718021769015913,2.550981270670575,8.0,04-May,1,Black,0.625,0,1,0,0,0,0,0,False,False,False,False,True,False,1.0549397689047313
45733554,2822.0,-,BMW,520 Vanos,0.6913580246913611,Sedan,1,1.0986122886681098,1.9808052528997773,6.0,04-May,1,Blue,0.125,0,0,1,0,0,0,1,False,False,False,False,True,False,0.7412763113750153
45769914,10506.0,781,SUBARU,Forester,0.9012345679012377,Jeep,1,1.252762968495368,0.25938098452472563,4.0,04-May,1,Blue,0.375,0,1,0,0,0,0,0,False,False,False,False,True,False,0.8121574488561436
45744824,6981.0,1095,DAEWOO,Lacetti,0.8518518518518547,Sedan,1,1.0986122886681098,-0.2574087490151881,4.0,04-May,1,Black,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7412763113750153
45792882,27284.0,891,HYUNDAI,Elantra,0.9506172839506171,Sedan,0,1.0986122886681098,-0.23061011849011845,4.0,04-May,1,Black,0.75,0,0,0,1,0,1,0,False,False,False,False,True,False,0.7412763113750153
45330228,32929.0,-,BMW,428 Sport Line,0.9135802469135825,Coupe,1,1.0986122886681098,0.38233536211887376,4.0,02-Mar,1,Black,0.75,1,1,0,0,0,0,1,False,False,False,False,True,False,0.7412763113750153
45776745,18817.0,-,NISSAN,Patrol,0.6296296296296298,Jeep,0,1.33500106673234,1.8601926446297223,4.0,04-May,1,Black,0.0,1,0,1,0,0,0,1,True,False,False,False,False,False,0.8480123479654416
45749534,4234.0,-,HONDA,Civic,0.7160493827160508,Hatchback,1,0.8754687373538999,0.6300670055286681,4.0,02-Mar,1,Blue,0.375,0,0,1,0,0,1,0,False,False,False,False,True,False,0.6288586214346804
45789555,15053.0,-,MERCEDES-BENZ,E 320,0.8024691358024718,Sedan,1,1.4350845252893227,0.898876342771689,6.0,04-May,1,Grey,0.5,0,0,0,1,0,0,1,False,False,False,False,True,False,0.8899814685765689
45797276,15458.0,966,HYUNDAI,Genesis,0.8641975308641996,Coupe,1,1.0986122886681098,-0.015755291478236018,4.0,04-May,1,Black,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7412763113750153
45809760,2901.0,473,CHEVROLET,Cruze,0.9259259259259274,Sedan,1,0.8754687373538999,-0.5541606978280026,4.0,04-May,1,Green,0.75,0,1,0,0,0,1,0,False,False,False,False,True,False,0.6288586214346804
45810325,94083.0,1138,PORSCHE,911,0.9135802469135825,Coupe,1,1.5686159179138452,-0.7955469745728743,6.0,02-Mar,1,Black,0.75,0,1,0,0,0,0,1,False,False,False,False,True,False,0.9433672004942734
45813375,13172.0,382,FORD,Fusion,0.9382716049382722,Sedan,1,1.0986122886681098,-0.40528081125660387,4.0,04-May,1,Black,0.75,0,1,0,0,0,1,0,False,True,False,False,False,False,0.7412763113750153
45756975,15681.0,1811,LEXUS,GX 460,0.8765432098765444,Jeep,1,1.7227665977411035,1.4164025852623465,8.0,04-May,1,Silver,0.25,0,1,0,0,0,0,0,False,False,False,False,True,False,1.0016484949025963
45776758,26657.0,-,MERCEDES-BENZ,Sprinter,0.8024691358024718,Microbus,0,1.1631508098056809,1.6103496645464728,4.0,04-May,1,White,0.0625,1,0,1,0,0,0,1,True,False,False,False,False,False,0.7715658670580717
45550733,10663.0,988,TOYOTA,Prius,0.8395061728395063,Hatchback,0,0.9162907318741551,1.749754228071761,4.0,04-May,1,Silver,0.375,0,1,0,0,0,1,0,False,False,False,False,True,False,0.65039140701146
44094036,12858.0,765,FORD,Focus SE,0.9382716049382722,Sedan,0,1.0986122886681098,-0.41270163076745914,4.0,04-May,1,Sky blue,0.625,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7412763113750153
45642797,1019.0,917,BMW,X5,0.9135802469135825,Jeep,1,1.3862943611198906,0.1469900542517258,6.0,04-May,1,Black,0.75,0,1,0,0,0,0,0,True,False,False,False,False,False,0.8697416861919438
45760895,29793.0,917,BMW,535,0.9135802469135825,Sedan,1,1.3862943611198906,0.29501062925187055,6.0,04-May,1,White,0.75,0,1,0,0,0,0,1,False,True,False,False,False,False,0.8697416861919438
45742789,12858.0,-,KIA,Picanto,0.9506172839506171,Hatchback,0,0.7884573603642702,-0.21073702013215476,4.0,04-May,1,Silver,0.125,0,0,1,0,0,1,0,False,False,False,False,True,False,0.5813534384286917
45783859,15000.0,-,BMW,328,0.8518518518518547,Sedan,1,1.3862943611198906,0.8665304206856411,6.0,04-May,1,White,0.75,0,0,0,1,0,0,1,False,False,False,False,False,False,0.8697416861919438
45808992,85553.0,1156,FORD,Explorer,0.9629629629629655,Jeep,1,1.1939224684724346,-0.2911935829913827,4.0,04-May,1,Black,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.7856910232488902
45731735,44752.0,1091,HYUNDAI,H1,0.9506172839506171,Universal,1,1.252762968495368,-0.48263543062868075,4.0,04-May,1,Grey,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.8121574488561436
45797948,17158.0,687,HYUNDAI,Elantra,0.8765432098765444,Sedan,1,0.9555114450274363,-0.02276387744041117,4.0,04-May,1,White,0.25,0,1,0,0,0,1,0,False,False,False,False,True,False,0.6706517679334237
45782067,12231.0,-,MITSUBISHI,Airtrek,0.8148148148148167,Jeep,0,1.2237754316221157,0.2143510705546949,4.0,04-May,0,White,1.0,0,0,0,1,0,0,0,False,False,False,True,False,False,0.7992063962999625
45534351,11917.0,11714,MERCEDES-BENZ,E 500 AMG,0.7901234567901234,Sedan,1,1.791759469228055,0.2783032439693736,12.0,04-May,0,White,0.75,0,0,0,1,0,0,1,False,False,False,False,True,False,1.026672031199051
45753393,1254.0,-,MITSUBISHI,Lancer,0.7160493827160508,Sedan,0,0.832909122935104,-0.29839678305461576,4.0,04-May,1,Red,0.125,0,0,1,0,0,0,1,False,False,False,False,True,False,0.6059043893061568
45624923,11290.0,-,HONDA,FIT,0.7901234567901234,Hatchback,0,0.9162907318741551,0.562340125408675,4.0,04-May,0,Silver,0.25,0,0,0,0,1,1,0,False,False,False,False,True,False,0.65039140701146
45726679,25591.0,640,SSANGYONG,Korando,0.9135802469135825,Jeep,1,1.0986122886681098,-0.4866738969598492,4.0,04-May,1,Silver,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.7412763113750153
45803059,14897.0,836,HYUNDAI,Santa FE,0.8765432098765444,Jeep,1,1.0986122886681098,-0.8829186719002223,4.0,04-May,1,White,0.25,0,1,0,0,0,1,0,True,False,False,False,False,False,0.7412763113750153
45770405,23521.0,779,TOYOTA,Camry,0.9135802469135825,Sedan,1,1.252762968495368,-0.42867417965294,4.0,04-May,1,White,0.75,0,0,0,1,0,1,0,False,True,False,False,False,False,0.8121574488561436
45787329,3450.0,-,RENAULT,Clio,0.6913580246913611,Hatchback,0,0.7884573603642702,-1.0336979769747532,3.0,02-Mar,1,Green,0.125,0,0,1,0,0,1,0,False,False,False,False,True,False,0.5813534384286917
45763505,3136.0,777,MAZDA,616,0.9259259259259274,Sedan,1,1.252762968495368,-1.3161312898341473,4.0,04-May,1,Red,0.75,0,1,0,0,0,1,0,False,False,False,False,True,False,0.8121574488561436
