ID,Price,Levy,Manufacturer,Model,year,Category,Leather interior,Engine volume,Mileage,Cylinders,Doors,Wheel,Color,Airbags,Engine Type,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator,Drive wheels_FWD,Drive wheels_RWD,Fuel_Diesel,Fuel_Hybrid,Fuel_Hydrogen,Fuel_LPG,Fuel_Petrol,Fuel_Plug-in Hybrid
45667253,20165.0,650,VOLKSWAGEN,Jetta,2016,Sedan,1,1.4,11200.0,4.0,04-May,1,Black,8.0,1,0,0,1,0,1,0,False,False,False,False,True,False
45108412,21326.0,382,HYUNDAI,Sonata,2014,Sedan,1,2.4,141000.0,4.0,04-May,1,White,12.0,0,0,0,1,0,1,0,False,True,False,False,False,False
45810322,26343.5,1436,PORSCHE,Cayenne,2010,Jeep,1,3.6,160259.0,6.0,04-May,1,Silver,12.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45769564,19130.0,1194,TOYOTA,Tacoma,2013,Jeep,1,4.0,239342.0,6.0,04-May,1,Silver,12.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45726453,15681.0,503,TOYOTA,Prius C,2012,Hatchback,0,1.5,128000.0,4.0,04-May,1,Sky blue,8.0,0,0,0,0,1,1,0,False,True,False,False,False,False
45732544,55390.0,1017,HYUNDAI,Santa FE,2017,Jeep,1,2.0,100734.0,4.0,04-May,1,Black,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45811563,12544.0,-,TOYOTA,Aqua,2012,Hatchback,0,1.5,141500.0,4.0,04-May,0,Black,8.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45699930,17249.0,-,FORD,Escape Hybrid,2008,Jeep,0,2.3,147000.0,4.0,04-May,1,White,8.0,0,0,0,0,1,0,0,False,True,False,False,False,False
45809839,34889.0,891,HONDA,Civic,2016,Sedan,1,2.0,87768.0,4.0,04-May,1,Blue,4.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45767508,13328.0,1104,AUDI,Q7,2015,Jeep,1,3.0,264014.0,6.0,04-May,1,Black,6.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45802148,14583.0,-,RENAULT,Megane 1.5CDI,2008,Sedan,0,1.5,132542.0,4.0,04-May,1,White,10.0,1,0,1,0,0,1,0,True,False,False,False,False,False
45769316,22580.0,1017,MERCEDES-BENZ,E 300,2017,Sedan,1,2.0,1600.0,4.0,04-May,1,Black,12.0,0,1,0,0,0,0,1,False,False,False,False,True,False
44153312,38500.0,639,AUDI,Q5,2014,Jeep,1,2.0,87000.0,1.0,04-May,1,White,12.0,0,0,0,1,0,0,0,False,False,False,False,True,False
45782169,8781.0,-,MERCEDES-BENZ,C 180,2001,Coupe,0,2.0,260000.0,4.0,02-Mar,1,Blue,4.0,0,0,1,0,0,0,1,False,False,False,False,True,False
44316016,87112.0,-,MERCEDES-BENZ,GLA 250,2019,Jeep,1,2.0,5323.0,4.0,04-May,1,Grey,6.0,1,0,0,1,0,0,0,False,False,False,False,True,False
45641216,1411.0,629,NISSAN,Juke,2015,Jeep,1,1.6,87112.0,4.0,04-May,1,Black,6.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45813399,29793.0,919,BMW,535,2012,Sedan,1,3.0,204318.0,6.0,04-May,1,Black,12.0,0,1,0,0,0,0,1,False,False,False,False,True,False
44679525,23521.0,781,CHEVROLET,Cruze LT,2018,Sedan,0,1.4,22000.0,4.0,04-May,1,Red,6.0,1,1,0,0,0,1,0,False,False,False,False,True,False
45418626,16935.0,530,FORD,Fusion,2013,Sedan,0,1.6,83000.0,4.0,04-May,1,Silver,8.0,1,0,0,1,0,1,0,False,False,False,False,True,False
45323316,10349.0,-,TOYOTA,VOXY,2007,Minivan,1,2.4,170000.0,4.0,04-May,0,Black,6.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45638910,7213.0,530,NISSAN,Juke,2013,Jeep,1,1.6,312118.0,4.0,04-May,1,Black,6.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45778144,5331.0,-,MERCEDES-BENZ,A 160,2004,Sedan,0,1.6,130000.0,4.0,04-May,1,Black,6.0,0,0,0,1,0,1,0,False,False,False,False,True,False
45803923,20526.0,640,HYUNDAI,Tucson,2013,Jeep,1,2.0,200279.0,4.0,04-May,1,Grey,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45803550,9722.0,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,26802.0,4.0,04-May,1,Orange,4.0,0,1,0,0,0,1,0,False,False,False,True,False,False
45802190,34657.0,777,HYUNDAI,H1,2014,Minivan,1,2.5,154672.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45802203,36564.0,1091,HYUNDAI,H1,2016,Minivan,1,2.5,110969.0,4.0,04-May,1,Black,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45648175,16308.0,779,TOYOTA,Camry,2013,Sedan,1,2.5,225510.0,4.0,04-May,1,White,12.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45786421,5488.0,-,TOYOTA,Vitz,2001,Hatchback,0,1.5,210000.0,4.0,04-May,0,Sky blue,3.0,0,0,1,0,0,1,0,False,False,False,False,True,False
45802120,30063.0,934,HYUNDAI,H1,2015,Universal,1,2.5,148105.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45809414,15800.0,769,CHEVROLET,Captiva,2011,Jeep,1,2.2,255456.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45797480,43952.0,1249,HYUNDAI,H1,2017,Universal,1,2.5,111643.0,4.0,04-May,1,Grey,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45732043,53154.0,891,HYUNDAI,Santa FE,2016,Jeep,1,2.0,84506.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45816646,14740.0,645,TOYOTA,Prius,2011,Hatchback,0,1.8,288000.0,4.0,04-May,1,White,8.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45624039,42337.0,-,FORD,Mustang,2016,Cabriolet,1,2.3,75000.0,4.0,02-Mar,1,Silver,6.0,1,0,0,1,0,0,1,False,False,False,False,True,False
45814804,3763.0,1053,MERCEDES-BENZ,ML 350,2014,Jeep,1,3.5,94362.0,6.0,04-May,1,White,12.0,0,1,0,0,0,0,1,False,False,False,False,True,False
45787521,18189.0,-,TOYOTA,Prius,2012,Sedan,0,1.8,175000.0,4.0,04-May,1,Silver,8.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45759890,34967.5,2455,LEXUS,GX 470,2008,Jeep,1,4.7,263190.0,8.0,04-May,1,White,4.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45758167,15602.5,1185,FORD,Escape,2009,Jeep,1,2.5,193614.0,4.0,04-May,1,White,4.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45648538,5645.0,1324,TOYOTA,Highlander,2010,Jeep,1,3.3,264877.0,6.0,04-May,1,White,12.0,0,1,0,0,0,0,0,False,True,False,False,False,False
45757322,7527.0,830,TOYOTA,Yaris,2019,Sedan,1,1.5,27656.0,4.0,04-May,1,White,12.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45800993,21953.0,1187,HONDA,Civic,2014,Sedan,0,1.4,16000.0,8.0,04-May,0,White,10.0,0,1,0,0,0,0,0,False,True,False,False,False,False
45765301,8154.0,-,HONDA,Cr-v,1998,Jeep,0,2.0,26802.0,4.0,04-May,0,White,2.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45771208,21953.0,781,TOYOTA,Camry,2012,Sedan,0,2.5,195053.0,4.0,04-May,1,Black,6.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45801684,19121.0,531,HYUNDAI,Elantra,2012,Sedan,1,1.6,121362.0,4.0,04-May,1,Black,4.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45732386,36065.0,639,HYUNDAI,Santa FE,2014,Jeep,1,2.0,69191.0,4.0,04-May,1,White,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
43892866,8781.0,1111,HONDA,FIT,2012,Hatchback,1,1.3,83000.0,4.0,04-May,0,Green,12.0,0,0,0,1,0,1,0,False,True,False,False,False,False
45810403,6247.0,760,CHEVROLET,Cruze,2010,Sedan,1,1.8,40772.0,4.0,04-May,1,Black,4.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45810513,16289.0,642,CHEVROLET,Orlando,2012,Jeep,1,2.0,172000.0,4.0,04-May,1,Grey,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45807330,77775.0,1604,MERCEDES-BENZ,GL 63 AMG,2014,Jeep,1,5.5,433811.0,8.0,04-May,1,Black,10.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45733554,2822.0,-,BMW,520 Vanos,1995,Sedan,1,2.0,350000.0,6.0,04-May,1,Blue,2.0,0,0,1,0,0,0,1,False,False,False,False,True,False
45769914,10506.0,781,SUBARU,Forester,2012,Jeep,1,2.5,148213.0,4.0,04-May,1,Blue,6.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45744824,6981.0,1095,DAEWOO,Lacetti,2008,Sedan,1,2.0,103246.0,4.0,04-May,1,Black,4.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45792882,27284.0,891,HYUNDAI,Elantra,2016,Sedan,0,2.0,105394.0,4.0,04-May,1,Black,12.0,0,0,0,1,0,1,0,False,False,False,False,True,False
45330228,32929.0,-,BMW,428 Sport Line,2013,Coupe,1,2.0,160000.0,4.0,02-Mar,1,Black,12.0,1,1,0,0,0,0,1,False,False,False,False,True,False
45776745,18817.0,-,NISSAN,Patrol,1990,Jeep,0,2.8,333333.0,4.0,04-May,1,Black,0.0,1,0,1,0,0,0,1,True,False,False,False,False,False
45749534,4234.0,-,HONDA,Civic,1997,Hatchback,1,1.4,185000.0,4.0,02-Mar,1,Blue,6.0,0,0,1,0,0,1,0,False,False,False,False,True,False
45789555,15053.0,-,MERCEDES-BENZ,E 320,2004,Sedan,1,3.2,214000.0,6.0,04-May,1,Grey,8.0,0,0,0,1,0,0,1,False,False,False,False,True,False
45797276,15458.0,966,HYUNDAI,Genesis,2009,Coupe,1,2.0,123346.0,4.0,04-May,1,Black,4.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45809760,2901.0,473,CHEVROLET,Cruze,2014,Sedan,1,1.4,80827.0,4.0,04-May,1,Green,12.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45810325,94083.0,1138,PORSCHE,911,2013,Coupe,1,3.8,64464.0,6.0,02-Mar,1,Black,12.0,0,1,0,0,0,0,1,False,False,False,False,True,False
45813375,13172.0,382,FORD,Fusion,2015,Sedan,1,2.0,91760.0,4.0,04-May,1,Black,12.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45756975,15681.0,1811,LEXUS,GX 460,2010,Jeep,1,4.6,275240.0,8.0,04-May,1,Silver,4.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45776758,26657.0,-,MERCEDES-BENZ,Sprinter,2004,Microbus,0,2.2,300000.0,4.0,04-May,1,White,1.0,1,0,1,0,0,0,1,True,False,False,False,False,False
45550733,10663.0,988,TOYOTA,Prius,2007,Hatchback,0,1.5,318400.0,4.0,04-May,1,Silver,6.0,0,1,0,0,0,1,0,False,False,False,False,True,False
44094036,12858.0,765,FORD,Focus SE,2015,Sedan,0,2.0,91200.0,4.0,04-May,1,Sky blue,10.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45642797,1019.0,917,BMW,X5,2013,Jeep,1,3.0,137802.0,6.0,04-May,1,Black,12.0,0,1,0,0,0,0,0,True,False,False,False,False,False
45760895,29793.0,917,BMW,535,2013,Sedan,1,3.0,151586.0,6.0,04-May,1,White,12.0,0,1,0,0,0,0,1,False,True,False,False,False,False
45742789,12858.0,-,KIA,Picanto,2016,Hatchback,0,1.2,107000.0,4.0,04-May,1,Silver,2.0,0,0,1,0,0,1,0,False,False,False,False,True,False
45783859,15000.0,-,BMW,328,2008,Sedan,1,3.0,210408.0,6.0,04-May,1,White,12.0,0,0,0,1,0,0,1,False,False,False,False,False,False
45808992,85553.0,1156,FORD,Explorer,2017,Jeep,1,2.3,100567.0,4.0,04-May,1,Black,4.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45731735,44752.0,1091,HYUNDAI,H1,2016,Universal,1,2.5,86000.0,4.0,04-May,1,Grey,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45797948,17158.0,687,HYUNDAI,Elantra,2010,Sedan,1,1.6,122740.0,4.0,04-May,1,White,4.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45782067,12231.0,-,MITSUBISHI,Airtrek,2005,Jeep,0,2.4,144000.0,4.0,04-May,0,White,16.0,0,0,0,1,0,0,0,False,False,False,True,False,False
45534351,11917.0,11714,MERCEDES-BENZ,E 500 AMG,2003,Sedan,1,5.0,150000.0,12.0,04-May,0,White,12.0,0,0,0,1,0,0,1,False,False,False,False,True,False
45753393,1254.0,-,MITSUBISHI,Lancer,1997,Sedan,0,1.3,100000.0,4.0,04-May,1,Red,2.0,0,0,1,0,0,0,1,False,False,False,False,True,False
45624923,11290.0,-,HONDA,FIT,2003,Hatchback,0,1.5,178000.0,4.0,04-May,0,Silver,4.0,0,0,0,0,1,1,0,False,False,False,False,True,False
45726679,25591.0,640,SSANGYONG,Korando,2013,Jeep,1,2.0,85704.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45803059,14897.0,836,HYUNDAI,Santa FE,2010,Jeep,1,2.0,58962.0,4.0,04-May,1,White,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45770405,23521.0,779,TOYOTA,Camry,2013,Sedan,1,2.5,90000.0,4.0,04-May,1,White,12.0,0,0,0,1,0,1,0,False,True,False,False,False,False
45787329,3450.0,-,RENAULT,Clio,1995,Hatchback,0,1.2,50000.0,3.0,02-Mar,1,Green,2.0,0,0,1,0,0,1,0,False,False,False,False,True,False
45763505,3136.0,777,MAZDA,616,2014,Sedan,1,2.5,35058.0,4.0,04-May,1,Red,12.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45767451,1019.0,1537,TOYOTA,Highlander,2009,Sedan,1,3.3,318358.0,6.0,04-May,1,Black,12.0,0,1,0,0,0,0,0,False,True,False,False,False,False
45636958,16935.0,765,FORD,Fusion,2015,Sedan,1,2.0,71454.0,4.0,04-May,1,Black,6.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45757670,19444.0,781,TOYOTA,Camry,2012,Sedan,1,2.5,90000.0,4.0,04-May,1,Black,6.0,0,0,0,1,0,1,0,False,False,False,False,True,False
45733244,11604.0,639,HYUNDAI,Sonata,2014,Sedan,1,2.0,346470.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,False,False,False,True,False,False
45802837,51965.0,891,HYUNDAI,Santa FE,2016,Jeep,1,2.0,59515.0,4.0,04-May,1,Blue,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45646428,16308.0,394,TOYOTA,Camry,2014,Sedan,1,2.5,115312.0,4.0,04-May,1,Grey,12.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45801896,9408.0,-,MERCEDES-BENZ,C 220,1999,Sedan,0,2.2,111111.0,4.0,04-May,1,Silver,4.0,1,0,1,0,0,0,1,True,False,False,False,False,False
45797732,13328.0,1347,HYUNDAI,H1,2008,Minivan,1,2.5,74444.0,4.0,04-May,1,Yellow,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45762683,17876.0,-,NISSAN,Serena,2012,Minivan,0,2.0,143000.0,4.0,04-May,0,White,12.0,0,0,0,1,0,1,0,False,False,False,False,True,False
45767013,3136.0,2866,NISSAN,Maxima,2004,Sedan,1,3.5,299709.0,6.0,04-May,1,Grey,12.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45732074,20071.0,-,TOYOTA,RAV 4,2008,Jeep,0,2.4,135000.0,4.0,04-May,1,Silver,8.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45731782,22894.0,862,HYUNDAI,H1,2011,Minivan,1,2.5,124444.0,4.0,04-May,1,Yellow,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45662111,2901.0,503,HONDA,Civic,2012,Sedan,1,1.5,146403.0,4.0,04-May,1,White,6.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45766794,15681.0,-,MITSUBISHI,Pajero,1997,Jeep,0,2.4,142000.0,4.0,02-Mar,1,Blue,6.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45764126,39829.0,1811,LEXUS,GX 460,2010,Jeep,1,4.6,155821.0,8.0,04-May,1,Black,4.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45768549,43278.0,1646,LEXUS,GX 460,2015,Jeep,1,4.6,102907.0,8.0,04-May,1,Black,6.0,0,1,0,0,0,0,0,False,False,False,False,True,False
44698379,18660.0,-,HYUNDAI,Sonata,2013,Sedan,1,2.4,130000.0,4.0,04-May,1,Black,6.0,0,0,0,1,0,1,0,False,False,False,False,True,False
45770233,22580.0,1017,MERCEDES-BENZ,E 300,2017,Sedan,1,2.0,50930.0,4.0,04-May,1,Black,12.0,0,1,0,0,0,0,1,False,False,False,False,True,False
45803455,11604.0,639,HYUNDAI,Sonata,2014,Sedan,1,2.0,264872.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,False,False,False,True,False,False
45760030,18189.0,259,CHEVROLET,Volt,2014,Hatchback,1,1.4,131893.0,4.0,04-May,1,Brown,6.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45810339,5488.0,751,GMC,TERRAIN,2013,Jeep,1,2.4,138958.0,4.0,04-May,1,Black,12.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45759786,4300.0,-,MERCEDES-BENZ,208,1985,Universal,0,2.5,123000.0,4.0,04-May,1,Black,1.0,0,0,1,0,0,0,1,True,False,False,False,False,False
45642844,18817.0,609,TOYOTA,Camry,2018,Sedan,1,2.5,35058.0,4.0,04-May,1,White,12.0,0,1,0,0,0,1,0,False,True,False,False,False,False
44921934,21169.0,697,HONDA,Hr-v EX,2015,Jeep,0,1.8,33330.0,4.0,04-May,1,Grey,8.0,0,1,0,0,0,0,0,False,False,False,False,True,False
45462592,9095.0,-,FIAT,500,2011,Coupe,0,1.2,141000.0,4.0,02-Mar,0,Red,4.0,0,1,0,0,0,1,0,False,False,False,False,True,False
45634898,1568.0,639,VOLKSWAGEN,Jetta,2014,Sedan,1,2.0,82392.0,4.0,04-May,1,Silver,12.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45777114,3136.0,-,SUBARU,Legacy,2005,Goods wagon,0,2.0,180000.0,6.0,04-May,0,Blue,6.0,1,0,0,1,0,0,0,False,False,False,False,True,False
45451626,17876.0,585,HYUNDAI,Elantra sport limited,2013,Sedan,1,1.8,117920.0,4.0,04-May,1,Grey,12.0,0,0,0,1,0,1,0,False,False,False,False,True,False
45732976,11290.0,891,HYUNDAI,Sonata,2016,Sedan,1,2.0,279787.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,False,False,False,True,False,False
44452971,36065.0,1399,TOYOTA,Sienna,2010,Minivan,1,3.5,227200.0,6.0,04-May,1,White,16.0,0,0,0,1,0,1,0,False,False,False,False,True,False
45648000,16308.0,394,TOYOTA,Camry,2014,Sedan,1,2.5,130478.0,4.0,04-May,1,White,12.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45796845,21395.0,781,HYUNDAI,H1,2012,Universal,1,2.5,166144.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,True,False,False,False,False,False
45733140,15681.0,891,HYUNDAI,Sonata,2016,Sedan,1,2.0,258706.0,4.0,04-May,1,Silver,4.0,0,1,0,0,0,1,0,False,False,False,True,False,False
45762282,18189.0,475,CHEVROLET,Volt,2012,Jeep,1,1.4,188419.0,4.0,04-May,1,Red,6.0,0,1,0,0,0,1,0,False,True,False,False,False,False
45810003,40070.0,690,TOYOTA,Aqua,2016,Hatchback,1,1.5,25807.0,4.0,04-May,1,Black,4.0,0,1,0,0,0,1,0,False,False,False,False,True,False
